C101.txt; 828,94; 3;   10
C101.txt; 828,94; 18;   10
C101.txt; 828,94; 18;   10
C101.txt; 828,94; 22;   10
C101.txt; 828,94; 22;   10
C1_2_1.txt; 3101,17; 12;   22
C1_2_1.txt; 2841,61; 14;   21
C2_2_1.txt; 2168,18; 15;    9
C2_2_1.txt; 2017,87; 15;    7
C2_2_1.txt; 2028,62; 21;    9
R1_2_1.txt; Infinity; 15;   18
RC1_2_1.txt; 3783,88; 13;   21
RC21010.txt; 30950,86; 55;   18
C1_2_1.txt; 2920,10; 19;   22
C2_2_1.txt; 2114,30; 20;    8
C2_2_1.txt; 1935,35; 23;    7
C2_2_1.txt; 1993,38; 22;    8
C2_2_1.txt; 2023,05; 14;    8
R1_2_1.txt; Infinity; 15;   18
RC2_8_9.txt; 18884,08; 14;   18
C1_2_1.txt; 3020,38; 14;   21
C1_2_1.txt; 3038,45; 13;   22
C1_2_1.TXT; Infinity; 2;    1
C1_2_1.TXT; 1195,17; 3;    7
C1_2_1.TXT; 2730,48; 25;   20
C1_2_1.txt; 1069,14; 3;    6
C1_2_1.txt; 981,80; 1;    5
C1_2_1.txt; 2704,57; 15;   20
C1_2_1.txt; Infinity; 1;    1
RC1_2_1.txt; 880,60; 1;    5
RC1_2_1.txt; 975,62; 1;    4
RC1_2_1.txt; 878,24; 1;    6
RC1_2_1.txt; 838,04; 1;    5
R211.txt; 215,67; 1;    1
RC1_2_1.txt; Infinity; 1;    1
R211.txt; 316,94; 1;    2
RC2_810.txt; 2345,00; 6;    4
R211.txt; Infinity; 1;    1
RC2_810.txt; 1921,49; 5;    2
RC2_810.txt; 18605,68; 23;   17
C1_2_1.txt; 2951,37; 16;   22
C1_2_1.txt; 3296,64; 19;   22
C1_2_1.txt; 2845,14; 15;   21
C1_2_1.txt; 2962,87; 23;   22
C1_2_1.txt; 3212,10; 31;   23
C1_2_1.txt; 2844,06; 24;   21
C1_2_1.txt; 2704,57; 23;   20
C1_2_1.txt; 2898,21; 25;   22
C1_2_1.txt; 2898,20; 29;   22
C1_2_1.txt; 2921,75; 15;   21
C1_2_1.TXT; Infinity; 47;    4
C1_2_1.txt; 3118,83; 21;   23
C1_2_1.txt; 2843,12; 31;   21
C1_2_1.txt; 2758,27; 38;   21
C1_2_1.txt; 2860,14; 47;   21
C1_2_1.txt; 3029,03; 4;   22
C1_2_1.txt; 2905,23; 5;   21
C1_2_1.txt; 2914,65; 4;   22
C1_2_1.txt; 2905,48; 39;   21
C1_2_1.txt; 3162,47; 38;   22
C1_2_1.txt; 3006,68; 33;   22
C1_2_1.txt; 3008,07; 36;   22
C1_2_1.txt; 2853,41; 32;   21
C1_2_1.txt; 3036,39; 36;   21
C2_2_1.txt; 2072,92; 34;    9
C2_2_1.txt; 2114,63; 43;    8
C2_2_1.txt; 2058,92; 25;    9
C1_2_1.txt; 2871,84; 13;   21
C1_2_1.txt; 3013,81; 57;   22
C1_2_1.txt; 3155,36; 1;   22
C1_2_1.txt; 2949,24; 1;   22
C1_2_1.txt; 2965,70; 51;   22
C1_2_1.txt; 2976,59; 16;   21
C1_2_1.txt; 2807,70; 51;   21
C1_2_1.txt; 2871,61; 8;   22
C1_2_1.txt; 3081,98; 10;   23
C1_2_1.txt; 2740,71; 15;   20
C1_2_1.txt; Infinity; 11;    8
C1_2_1.txt; 2873,30; 10;   21
C1_2_1.txt; 2853,29; 16;   21
C1_2_1.txt; 2958,45; 31;   22
C1_2_1.txt; 3051,73; 14;   22
C1_2_1.txt; 3041,02; 26;   24
C1_2_1.txt; 2799,29; 23;   21
C1_2_1.txt; 2735,86; 25;   20
C1_2_1.txt; 2729,22; 22;   20
C101.txt; 828,94; 20;   10
C101.txt; 828,94; 18;   10
C101.txt; 828,94; 17;   10
C101.txt; 828,94; 6;   10
C101.txt; 828,94; 7;   10
C101.txt; 828,94; 7;   10
C101.txt; 828,94; 7;   10
C101.txt; 828,94; 21;   10
C101.txt; 828,94; 6;   10
C207.txt; 622,77; 25;    4
C207.txt; 636,39; 20;    4
C207.txt; 644,89; 19;    4
C207.txt; 618,75; 23;    4
C1_2_1.TXT; 2886,04; 37;   21
C1_2_1.TXT; 2882,22; 37;   22
